"","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Species.Code","Common.Name","Confidence","study_area","site","round","ARU","Date","Time","Date_time","Observer","Detections","Comments","COMMENTS","Detection","NA.","DETECTIONS","CommentsS","Columns","Commnets","Detectoins","FSelection","Delta.Time..s.","Delta.Freq..Hz.","Avg.Power.Density..dB.FS.Hz.","Comments.1","Coments","Comments.1.Spectrogram.1.1.2217.000000000.2220.000000000.150.000.12000.000.leabit.Least.Bittern.0.4385.0.RWBL.2.Spectrogram.1.1.438.000000000.441.000000000.150.000.12000.000.leabit.Least.Bittern.0.5114.0.RWBL..Selection.View.Channel.Begin.Time..s..End.Time..s..Low.Freq..Hz..High.Freq..Hz..Species.Code.Common.Name.Confidence.Detections.Comments","Detections.Comments.1.Spectrogram.1.1.1101.000000000.1104.000000000.150.000.12000.000.pibgre.Pied.billed.Grebe.0.4530.0.FROG.2.Spectrogram.1.1.438.000000000.441.000000000.150.000.12000.000.y00475.American.Coot.0.5864.0..3.Spectrogram.1.1.900.000000000.903.000000000.150.000.12000.000.leabit.Least.Bittern.0.6202.0...Selection.View.Channel.Begin.Time..s..End.Time..s..Low.Freq..Hz..High.Freq..Hz..Species.Code.Common.Name.Confidence.Detections","Detectios","Day","day_standardized","recording_day"
"3181","4","Spectrogram 1","1","1167","1170","150","12000","amebit","American Bittern","0.369","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3182","5","Spectrogram 1","1","156","159","150","12000","amebit","American Bittern","0.4503","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3183","6","Spectrogram 1","1","1563","1566","150","12000","comgal1","Common Gallinule","0.3569","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"Unsure",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3184","7","Spectrogram 1","1","1611","1614","150","12000","amebit","American Bittern","0.5737","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3185","8","Spectrogram 1","1","1647","1650","150","12000","amebit","American Bittern","0.4229","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3186","9","Spectrogram 1","1","327","330","150","12000","amebit","American Bittern","0.5121","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3187","10","Spectrogram 1","1","516","519","150","12000","comgal1","Common Gallinule","0.5509","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"I believe it is a SORA",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3188","11","Spectrogram 1","1","519","522","150","12000","comgal1","Common Gallinule","0.4977","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"I believe it is a SORA",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3189","12","Spectrogram 1","1","552","555","150","12000","amebit","American Bittern","0.4538","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3190","13","Spectrogram 1","1","618","621","150","12000","comgal1","Common Gallinule","0.3545","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"I believe its a SORA
14	Spectrogram 1	1	630.000000000	633.000000000	150.000	12000.000	comgal1	Common Gallinule	0.3685	0	I believe its a SORA",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3191","15","Spectrogram 1","1","639","642","150","12000","leabit","Least Bittern","0.4152","Tennessee National","C3","R1","S4A12175",2023-04-13,"072502","2023-04-13 07:25:02","KA",NA,NA,"I believe its a SORA
16	Spectrogram 1	1	963.000000000	966.000000000	150.000	12000.000	amebit	American Bittern	0.7185	0	Something in the water
",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3192","1","Spectrogram 1","1","1932","1935","150","12000","amebit","American Bittern","0.4486","Tennessee National","C3","R1","S4A12175",2023-04-13,"155000","2023-04-13 15:50:00","KA",NA,NA,"Too far away to tell",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3193","2","Spectrogram 1","1","2427","2430","150","12000","leabit","Least Bittern","0.8366","Tennessee National","C3","R1","S4A12175",2023-04-13,"155000","2023-04-13 15:50:00","KA",NA,NA,"Too far away to tell",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3194","1","Spectrogram 1","1","1878","1881","150","12000","amebit","American Bittern","0.3948","Tennessee National","C3","R1","S4A12175",2023-04-13,"165002","2023-04-13 16:50:02","KA",NA,NA,"water dripping",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3195","2","Spectrogram 1","1","2658","2661","150","12000","amebit","American Bittern","0.41","Tennessee National","C3","R1","S4A12175",2023-04-13,"165002","2023-04-13 16:50:02","KA",NA,NA,"water dripping",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee National","C3","R1","S4A12175",2023-04-13,"175036","2023-04-13 17:50:36","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee National","C3","R1","S4A12175",2023-04-13,"185036","2023-04-13 18:50:36","KA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2
"3198","1","Spectrogram 1","1","1023","1026","150","12000","leabit","Least Bittern","0.3877","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"FROG",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3199","2","Spectrogram 1","1","1071","1074","150","12000","leabit","Least Bittern","0.483","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"FROG",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3200","3","Spectrogram 1","1","1266","1269","150","12000","amebit","American Bittern","0.3836","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3201","4","Spectrogram 1","1","1368","1371","150","12000","amebit","American Bittern","0.3705","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"Sounds like something in the water",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3202","5","Spectrogram 1","1","1485","1488","150","12000","amebit","American Bittern","0.4718","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"sounds like something in the water",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3203","6","Spectrogram 1","1","1503","1506","150","12000","amebit","American Bittern","0.3946","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3204","7","Spectrogram 1","1","1506","1509","150","12000","amebit","American Bittern","0.4616","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3205","8","Spectrogram 1","1","1545","1548","150","12000","amebit","American Bittern","0.4678","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"I hear a CANG*",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3206","9","Spectrogram 1","1","1548","1551","150","12000","amebit","American Bittern","0.4108","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3207","10","Spectrogram 1","1","1557","1560","150","12000","amebit","American Bittern","0.4352","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3208","11","Spectrogram 1","1","1698","1701","150","12000","amebit","American Bittern","0.5462","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3209","12","Spectrogram 1","1","1701","1704","150","12000","amebit","American Bittern","0.4316","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3210","13","Spectrogram 1","1","1902","1905","150","12000","amebit","American Bittern","0.4407","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3211","14","Spectrogram 1","1","2016","2019","150","12000","amebit","American Bittern","0.3774","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3212","15","Spectrogram 1","1","2028","2031","150","12000","amebit","American Bittern","0.5051","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3213","16","Spectrogram 1","1","2031","2034","150","12000","amebit","American Bittern","0.5545","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3214","17","Spectrogram 1","1","2052","2055","150","12000","amebit","American Bittern","0.6235","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3215","18","Spectrogram 1","1","2157","2160","150","12000","amebit","American Bittern","0.3779","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3216","19","Spectrogram 1","1","2202","2205","150","12000","amebit","American Bittern","0.4803","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3217","20","Spectrogram 1","1","2349","2352","150","12000","amebit","American Bittern","0.5213","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3218","21","Spectrogram 1","1","240","243","150","12000","leabit","Least Bittern","0.3585","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3219","22","Spectrogram 1","1","2574","2577","150","12000","amebit","American Bittern","0.3547","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3220","23","Spectrogram 1","1","2649","2652","150","12000","amebit","American Bittern","0.4901","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3221","24","Spectrogram 1","1","2703","2706","150","12000","amebit","American Bittern","0.4039","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3222","25","Spectrogram 1","1","2748","2751","150","12000","amebit","American Bittern","0.6237","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3223","26","Spectrogram 1","1","2835","2838","150","12000","amebit","American Bittern","0.4175","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3224","27","Spectrogram 1","1","2871","2874","150","12000","amebit","American Bittern","0.468","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3225","28","Spectrogram 1","1","2883","2886","150","12000","amebit","American Bittern","0.3727","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3226","29","Spectrogram 1","1","2892","2895","150","12000","amebit","American Bittern","0.6221","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3227","30","Spectrogram 1","1","2898","2901","150","12000","amebit","American Bittern","0.3696","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3228","31","Spectrogram 1","1","2949","2952","150","12000","amebit","American Bittern","0.4281","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3229","32","Spectrogram 1","1","2994","2997","150","12000","amebit","American Bittern","0.4324","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3230","33","Spectrogram 1","1","3012","3015","150","12000","amebit","American Bittern","0.4075","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3231","34","Spectrogram 1","1","3015","3018","150","12000","amebit","American Bittern","0.4722","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3232","35","Spectrogram 1","1","3018","3021","150","12000","amebit","American Bittern","0.3505","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3233","36","Spectrogram 1","1","3087","3090","150","12000","sora","Sora","0.852","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3234","37","Spectrogram 1","1","3090","3093","150","12000","sora","Sora","0.4635","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3235","38","Spectrogram 1","1","3093","3096","150","12000","sora","Sora","0.9194","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3236","39","Spectrogram 1","1","3099","3102","150","12000","amebit","American Bittern","0.3792","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"sounds like something in the water",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3237","40","Spectrogram 1","1","3138","3141","150","12000","amebit","American Bittern","0.395","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"lots of background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3238","41","Spectrogram 1","1","3156","3159","150","12000","amebit","American Bittern","0.5388","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"lots of background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3239","42","Spectrogram 1","1","3162","3165","150","12000","sora","Sora","0.83","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3240","43","Spectrogram 1","1","3285","3288","150","12000","amebit","American Bittern","0.4008","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3241","44","Spectrogram 1","1","3315","3318","150","12000","amebit","American Bittern","0.4296","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3242","45","Spectrogram 1","1","3342","3345","150","12000","amebit","American Bittern","0.3796","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3243","46","Spectrogram 1","1","3378","3381","150","12000","amebit","American Bittern","0.6275","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3244","47","Spectrogram 1","1","3417","3420","150","12000","amebit","American Bittern","0.4289","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"Lots of background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3245","48","Spectrogram 1","1","3438","3441","150","12000","amebit","American Bittern","0.4217","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"lots of background noise",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3246","49","Spectrogram 1","1","3567","3570","150","12000","amebit","American Bittern","0.3501","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3247","50","Spectrogram 1","1","432","435","150","12000","leabit","Least Bittern","0.3517","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"too much noise to tell",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3248","51","Spectrogram 1","1","549","552","150","12000","leabit","Least Bittern","0.6894","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3249","52","Spectrogram 1","1","588","591","150","12000","leabit","Least Bittern","0.3776","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"I can hear a CANG*",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3250","53","Spectrogram 1","1","681","684","150","12000","leabit","Least Bittern","0.7282","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"I can faintly hear it",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3251","54","Spectrogram 1","1","708","711","150","12000","leabit","Least Bittern","0.4402","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3252","55","Spectrogram 1","1","726","729","150","12000","leabit","Least Bittern","0.8318","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3253","56","Spectrogram 1","1","756","759","150","12000","amebit","American Bittern","0.3585","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"RWBL",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3254","57","Spectrogram 1","1","798","801","150","12000","leabit","Least Bittern","0.6673","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3255","58","Spectrogram 1","1","801","804","150","12000","amebit","American Bittern","0.3957","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3256","59","Spectrogram 1","1","912","915","150","12000","leabit","Least Bittern","0.4254","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3257","60","Spectrogram 1","1","933","936","150","12000","leabit","Least Bittern","0.3559","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3258","61","Spectrogram 1","1","957","960","150","12000","pibgre","Pied-billed Grebe","0.8302","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3259","62","Spectrogram 1","1","963","966","150","12000","leabit","Least Bittern","0.6007","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3260","63","Spectrogram 1","1","981","984","150","12000","leabit","Least Bittern","0.6437","Tennessee National","C3","R1","S4A12175",2023-04-14,"045731","2023-04-14 04:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3261","1","Spectrogram 1","1","111","114","150","12000","amebit","American Bittern","0.5674","Tennessee National","C3","R1","S4A12175",2023-04-14,"055731","2023-04-14 05:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3262","2","Spectrogram 1","1","1176","1179","150","12000","amebit","American Bittern","0.4117","Tennessee National","C3","R1","S4A12175",2023-04-14,"055731","2023-04-14 05:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3263","3","Spectrogram 1","1","1179","1182","150","12000","amebit","American Bittern","0.4056","Tennessee National","C3","R1","S4A12175",2023-04-14,"055731","2023-04-14 05:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3264","4","Spectrogram 1","1","1185","1188","150","12000","amebit","American Bittern","0.3776","Tennessee National","C3","R1","S4A12175",2023-04-14,"055731","2023-04-14 05:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3265","5","Spectrogram 1","1","12","15","150","12000","amebit","American Bittern","0.4123","Tennessee National","C3","R1","S4A12175",2023-04-14,"055731","2023-04-14 05:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
"3266","6","Spectrogram 1","1","1212","1215","150","12000","amebit","American Bittern","0.433","Tennessee National","C3","R1","S4A12175",2023-04-14,"055731","2023-04-14 05:57:31","KA",NA,NA,"",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3
